ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
T20120005093,A,2002.0,1.0,E,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1251.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,0.0,6,2.0,0.0,No control
T20120005095,A,2009.0,1.0,SE,1.0,Paved,V,COUPE,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,1103.0,3.0,,,SE,1.0,18.0,H,BLK,ZZ,2.0,4,9.0,5,1.0,0.0,No control
T20120005096,A,2010.0,2.0,E,1.0,Paved,V,S WAG,HOLDEN,OMEGA,,2,Station Wagon,,R,P,4.0,6.0,5.0,1785.0,5.0,,,S,2.0,2.0,H,WHI,ZZ,2.0,R,1.0,4,1.0,0.0,No control
T20120005096,B,2006.0,1.0,E,1.0,Paved,V,SEDAN,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,980.0,1.0,,,E,1.0,1.0,H,BLK,ZZ,2.0,F,1.0,5,1.0,0.0,No control
T20120005098,A,2007.0,2.0,N,1.0,Paved,V,SEDAN,HYNDAI,ELANTR,,1,Car,,R,P,4.0,4.0,5.0,1219.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,F,1.0,4,1.0,1.0,Stop-go lights
T20120005098,B,1998.0,1.0,S,1.0,Paved,V,WAGON,NISSAN,PATROL,,2,Station Wagon,,R,D,4.0,6.0,7.0,2270.0,1.0,,,W,2.0,2.0,H,GLD,ZZ,2.0,5,1.0,2,2.0,1.0,Stop-go lights
T20120005101,A,2009.0,1.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,G,4.0,6.0,5.0,1754.0,5.0,,,W,1.0,1.0,H,GRY,ZZ,2.0,F,1.0,4,1.0,1.0,Stop-go lights
T20120005101,B,2006.0,2.0,N,1.0,Paved,V,SEDAN,NISSAN,TIIDA,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,N,1.0,1.0,H,BLU,ZZ,2.0,F,1.0,4,1.0,1.0,Stop-go lights
T20120005103,A,1994.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,SONATA,,1,Car,,R,P,4.0,4.0,5.0,1250.0,1.0,,,N,1.0,1.0,H,CRM,ZZ,2.0,T,1.0,5,2.0,0.0,No control
T20120005104,A,1988.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,LEXCEN,,1,Car,2000.0,R,P,4.0,6.0,5.0,1700.0,2.0,300.0,,W,99.0,18.0,H,WHI,ZZ,2.0,F,9.0,5,1.0,0.0,No control
T20120005106,A,2003.0,2.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1610.0,2.0,,,W,1.0,17.0,H,BLU,ZZ,2.0,R,2.0,2,2.0,0.0,No control
T20120005106,B,2008.0,1.0,W,1.0,Paved,V,WAGON,JEEP,COMPAS,,2,Station Wagon,1980.0,R,P,4.0,4.0,5.0,1460.0,1.0,520.0,,W,1.0,17.0,H,SIL,ZZ,2.0,F,2.0,9,2.0,0.0,No control
T20120005111,A,2011.0,1.0,E,1.0,Paved,V,TRAY,TOYOTA,HILUX,,4,Utility,2820.0,R,P,4.0,4.0,3.0,1485.0,1.0,1335.0,,N,3.0,3.0,H,WHI,ZZ,2.0,5,2.0,1,2.0,1.0,Stop-go lights
T20120005114,A,2006.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1575.0,1.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,1,2.0,0.0,No control
T20120005116,A,1997.0,1.0,W,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120005116,B,2003.0,2.0,W,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,P,4.0,4.0,4.0,1100.0,1.0,,,W,1.0,1.0,H,RED,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
T20120005116,C,1996.0,8.0,W,1.0,Paved,V,SED,FORD,LASER,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,W,1.0,1.0,H,RED,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
T20120005117,A,2003.0,1.0,SE,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1415.0,1.0,,,SE,6.0,6.0,H,SIL,ZZ,2.0,2,2.0,1,2.0,99.0,Unknown
T20120005120,A,1994.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,W,1.0,17.0,H,RED,ZZ,2.0,F,2.0,6,2.0,5.0,Ped. crossing
T20120005121,A,1995.0,1.0,W,1.0,Paved,V,TRAY,TOYOTA,HILUX8,,4,Utility,,R,P,4.0,4.0,3.0,1200.0,1.0,,2400.0,NW,2.0,2.0,H,WHI,ZZ,2.0,4,2.0,4,1.0,10.0,Stop sign
T20120005121,B,2011.0,2.0,SE,1.0,Paved,V,VAN,FORD,TRANSI,,5,Panel Van,2840.0,R,D,4.0,4.0,3.0,1665.0,1.0,1175.0,,SE,1.0,1.0,H,YLW,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120005127,A,1999.0,1.0,N,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1585.0,1.0,,,E,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120005128,A,1999.0,1.0,SE,1.0,Paved,V,P MVR,KENWTH,K104,,61,Prime Mover - Single Trailer,,R,D,6.0,6.0,2.0,8480.0,1.0,,2000.0,SE,1.0,18.0,H,WHI,ZZ,2.0,9,9.0,4,1.0,0.0,No control
T20120005131,A,1990.0,1.0,E,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,1650.0,R,P,4.0,6.0,5.0,1350.0,2.0,300.0,,SE,4.0,4.0,H,WHI,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120005131,B,2000.0,2.0,NW,1.0,Paved,V,P MVR,MACK,FLEETL,,61,Prime Mover - Single Trailer,,R,D,6.0,6.0,2.0,8250.0,1.0,,,NW,1.0,1.0,H,BLK,RED,2.0,6,2.0,1,2.0,0.0,No control
T20120005133,A,2010.0,1.0,W,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,P,4.0,4.0,5.0,1545.0,1.0,,,N,2.0,2.0,H,GRY,ZZ,2.0,2,9.0,1,2.0,0.0,No control
T20120005133,B,2002.0,2.0,W,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2275.0,R,P,4.0,8.0,2.0,1655.0,1.0,620.0,,W,7.0,7.0,H,YLW,ZZ,2.0,5,9.0,1,2.0,0.0,No control
T20120005135,A,2010.0,2.0,N,1.0,Paved,V,WAGON,HONDA,CRV,,2,Station Wagon,,R,P,4.0,4.0,5.0,1500.0,1.0,,,N,1.0,17.0,H,SIL,ZZ,2.0,R,2.0,2,2.0,0.0,No control
T20120005135,B,2009.0,1.0,N,1.0,Paved,V,SEDAN,B M W,320D,,1,Car,,R,D,4.0,4.0,5.0,1403.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,9,9.0,0.0,No control
T20120005140,A,2008.0,2.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1785.0,1.0,,,N,2.0,2.0,H,WHI,ZZ,2.0,4,2.0,1,2.0,0.0,No control
T20120005143,A,2001.0,1.0,N,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,,R,D,4.0,6.0,8.0,2363.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120005143,B,2000.0,2.0,N,1.0,Paved,V,COUPE,HONDA,PRELUD,,1,Car,,R,P,4.0,4.0,4.0,1298.0,1.0,,,N,1.0,15.0,H,SIL,ZZ,2.0,R,2.0,4,1.0,0.0,No control
T20120005152,A,2010.0,2.0,S,1.0,Paved,V,SEDAN,HOLDEN,GTS,,1,Car,,R,P,4.0,8.0,5.0,1829.0,2.0,,,S,1.0,1.0,H,BLK,ZZ,2.0,1,2.0,9,9.0,0.0,No control
T20120005152,B,2009.0,1.0,N,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2820.0,R,G,4.0,6.0,2.0,2020.0,1.0,800.0,,S,5.0,5.0,H,YLW,ZZ,2.0,F,9.0,2,9.0,0.0,No control
T20120005155,A,2005.0,1.0,SE,3.0,Gravel,V,UTIL,HOLDEN,COMMOD,,4,Utility,,R,P,4.0,8.0,2.0,1300.0,1.0,,,SE,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120005158,A,2007.0,1.0,N,1.0,Paved,V,SEDAN,LEXUS,IS250,,1,Car,,R,P,4.0,6.0,5.0,1595.0,2.0,,,E,2.0,2.0,H,SIL,ZZ,2.0,5,2.0,3,1.0,1.0,Stop-go lights
T20120005161,A,1998.0,2.0,E,1.0,Paved,V,SEDAN,HOLDEN,COM SS,,1,Car,,R,P,4.0,8.0,5.0,1350.0,1.0,,,E,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,1.0,Stop-go lights
T20120005161,B,2009.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,,,1,Car,,R,P,4.0,4.0,5.0,1020.0,1.0,,,NE,2.0,2.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,1.0,Stop-go lights
T20120005162,A,1996.0,2.0,W,1.0,Paved,V,VAN,TOYOTA,HIACE,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,2800.0,R,M,4.0,4.0,3.0,1450.0,1.0,1350.0,,W,1.0,13.0,H,WHI,ZZ,2.0,2,9.0,1,2.0,1.0,Stop-go lights
T20120005165,A,2010.0,1.0,W,1.0,Paved,V,SED,FORD,FALCON,,3,Taxi,,R,G,4.0,6.0,5.0,1624.0,1.0,,,N,2.0,2.0,H,YLW,ZZ,2.0,F,2.0,2,2.0,11.0,Giveway sign
T20120005165,B,2005.0,2.0,S,1.0,Paved,V,TRAY,HOLDEN,RODEO,,4,Utility,2800.0,R,P,4.0,6.0,2.0,1437.0,1.0,1363.0,,S,1.0,1.0,H,BLK,ZZ,2.0,6,2.0,5,1.0,11.0,Giveway sign
T20120005166,B,2000.0,2.0,W,1.0,Paved,V,VAN,VOLKS,TRANSP,,5,Panel Van,2590.0,R,D,4.0,5.0,2.0,1520.0,1.0,1070.0,,W,17.0,17.0,H,WHI,ZZ,2.0,R,2.0,6,2.0,1.0,Stop-go lights
T20120005166,C,2006.0,8.0,W,1.0,Paved,V,SEDAN,MITSUB,LANCER,,1,Car,,R,P,4.0,4.0,5.0,1200.0,3.0,,,W,17.0,17.0,H,GRY,ZZ,2.0,R,2.0,6,2.0,1.0,Stop-go lights
T20120005166,D,2009.0,8.0,W,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,8.0,5.0,1717.0,2.0,,,E,5.0,5.0,H,WHI,ZZ,2.0,N,2.0,6,2.0,1.0,Stop-go lights
T20120005167,A,1994.0,1.0,SW,3.0,Gravel,V,SEDAN,HYNDAI,EXCEL,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,NE,5.0,5.0,H,RED,ZZ,2.0,2,2.0,4,1.0,0.0,No control
T20120005167,B,2002.0,2.0,SW,3.0,Gravel,V,SEDAN,DAIHAT,CUORE,,1,Car,,R,P,4.0,4.0,4.0,690.0,1.0,,,SW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120005167,C,1990.0,8.0,NK,3.0,Gravel,V,UTIL,HOLDEN,RODEO,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,2740.0,R,D,4.0,4.0,3.0,1670.0,0.0,1070.0,2800.0,NK,13.0,15.0,H,WHI,ZZ,2.0,4,2.0,1,2.0,0.0,No control
T20120005168,A,2000.0,2.0,E,1.0,Paved,V,WAGON,FORD,EXPLOR,,2,Station Wagon,,R,M,4.0,6.0,5.0,1500.0,2.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120005168,B,2005.0,1.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,M,4.0,6.0,5.0,1694.0,1.0,,4000.0,N,2.0,2.0,H,SIL,ZZ,2.0,F,0.0,4,1.0,0.0,No control
T20120005168,C,2010.0,8.0,E,1.0,Paved,V,SEDAN,SUZUKI,SWIFT,,1,Car,1470.0,R,P,4.0,4.0,5.0,1020.0,1.0,450.0,,E,1.0,1.0,H,BLK,ZZ,2.0,F,0.0,1,2.0,0.0,No control
T20120005174,B,2011.0,8.0,SW,1.0,Paved,V,SEDAN,KIA,RIO,,1,Car,,R,P,4.0,4.0,5.0,1143.0,1.0,,,SW,1.0,17.0,H,BLK,ZZ,2.0,R,2.0,2,2.0,0.0,No control
T20120005174,C,2000.0,2.0,SW,1.0,Paved,V,SEDAN,MAZDA,ASTINA,,1,Car,,R,P,4.0,4.0,5.0,1076.0,1.0,,,SW,1.0,17.0,H,GRN,ZZ,2.0,R,2.0,3,1.0,0.0,No control
T20120005174,D,2010.0,1.0,SW,1.0,Paved,V,SEDAN,FORD,FIESTA,,1,Car,,R,P,4.0,4.0,5.0,1099.0,2.0,,,SW,1.0,17.0,H,PUR,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120005178,A,2011.0,2.0,E,1.0,Paved,V,WAGON,KIA,CARNIV,,2,Station Wagon,,R,P,4.0,6.0,8.0,2086.0,2.0,,,E,15.0,15.0,H,BLU,ZZ,2.0,6,2.0,1,2.0,0.0,No control
T20120005180,A,1983.0,1.0,W,1.0,Paved,V,SEDAN,HOLDEN,GEMINI,,1,Car,,R,P,4.0,4.0,5.0,950.0,1.0,,,W,1.0,1.0,H,BLU,ZZ,2.0,3,0.0,6,2.0,5.0,Ped. crossing
T20120005181,A,2009.0,1.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,3,Taxi,,R,M,4.0,6.0,5.0,1500.0,1.0,,,E,5.0,5.0,H,YLW,ZZ,2.0,1,2.0,1,2.0,0.0,No control
T20120005185,A,1999.0,1.0,N,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,N,1.0,1.0,H,GRN,ZZ,2.0,1,2.0,1,2.0,1.0,Stop-go lights
T20120005185,B,2004.0,2.0,W,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1210.0,3.0,,,N,2.0,2.0,H,SIL,ZZ,2.0,F,1.0,3,1.0,1.0,Stop-go lights
T20120005189,A,2010.0,1.0,S,1.0,Paved,V,WAGON,SUBARU,FOREST,,2,Station Wagon,,R,P,4.0,4.0,5.0,1480.0,3.0,,,SW,2.0,2.0,H,BLK,ZZ,2.0,5,9.0,5,1.0,1.0,Stop-go lights
T20120005189,B,1989.0,2.0,N,1.0,Paved,V,SEDAN,B M W,735IL,,1,Car,2050.0,R,M,4.0,6.0,5.0,1750.0,3.0,300.0,,N,1.0,1.0,H,BLK,ZZ,2.0,5,9.0,4,1.0,1.0,Stop-go lights
T20120005195,A,1999.0,1.0,NE,1.0,Paved,V,VAN,FORD,TRANSI,,5,Panel Van,3500.0,R,M,4.0,4.0,3.0,1700.0,2.0,1800.0,,NE,1.0,1.0,H,WHI,ZZ,2.0,N,1.0,6,2.0,0.0,No control
T20120005196,A,2005.0,1.0,S,1.0,Paved,V,WAGON,NISSAN,XTRAIL,,2,Station Wagon,,R,P,4.0,4.0,5.0,1440.0,1.0,,,E,3.0,3.0,H,GLD,ZZ,2.0,2,2.0,3,1.0,0.0,No control
T20120005197,A,2011.0,2.0,W,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2840.0,R,P,4.0,6.0,2.0,1707.0,2.0,1133.0,,W,15.0,15.0,H,WHI,ZZ,2.0,R,2.0,3,1.0,1.0,Stop-go lights
T20120005197,B,2001.0,1.0,W,1.0,Paved,V,SEDAN,VOLKS,BORA,,1,Car,,R,P,4.0,5.0,5.0,1400.0,1.0,,,W,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
T20120005199,A,2009.0,2.0,NE,1.0,Paved,V,SEDAN,HYNDAI,GETZ,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
T20120005199,B,1992.0,1.0,SW,1.0,Paved,V,UTIL,FORD,COURIE,,4,Utility,,R,P,4.0,4.0,3.0,1320.0,1.0,,,NW,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
T20120005200,A,2008.0,1.0,E,1.0,Paved,V,WAGON,B M W,X3,,2,Station Wagon,,R,D,4.0,6.0,5.0,2013.0,1.0,,,E,1.0,1.0,H,BLK,ZZ,2.0,5,2.0,5,1.0,0.0,No control
T20120005200,B,2006.0,8.0,E,1.0,Paved,V,TRAY,IVEC D,ML230,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,23500.0,R,D,6.0,6.0,2.0,11560.0,1.0,11940.0,,E,11.0,11.0,H,WHI,ZZ,2.0,4,2.0,2,2.0,0.0,No control
T20120005200,C,2001.0,8.0,E,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1350.0,1.0,,,E,1.0,1.0,H,BLU,ZZ,2.0,1,1.0,3,1.0,0.0,No control
T20120005205,A,1993.0,1.0,N,1.0,Paved,V,SEDAN,MAZDA,ASTINA,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,N,1.0,15.0,H,MRN,ZZ,2.0,1,2.0,6,2.0,0.0,No control
T20120005206,A,1999.0,1.0,SE,1.0,Paved,V,SEDAN,HOLDEN,VT COM,,1,Car,,R,P,4.0,6.0,5.0,1550.0,1.0,,3800.0,SE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120005206,B,2007.0,2.0,SE,1.0,Paved,V,DC UTE,TOYOTA,HILUX,,4,Utility,2780.0,R,D,4.0,4.0,5.0,1815.0,1.0,965.0,,SE,1.0,1.0,B,WHI,ZZ,2.0,R,2.0,6,2.0,0.0,No control
T20120005209,A,1999.0,2.0,E,1.0,Paved,V,S WAG,DAEWOO,NUBIRA,,2,Station Wagon,,R,P,4.0,4.0,5.0,1177.0,3.0,,,E,1.0,17.0,H,RED,ZZ,2.0,R,2.0,3,1.0,1.0,Stop-go lights
T20120005209,B,2002.0,1.0,E,1.0,Paved,V,SEDAN,MITSUB,LANCER,,1,Car,,R,P,4.0,4.0,5.0,800.0,1.0,,,E,1.0,17.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120005212,A,2002.0,2.0,E,1.0,Paved,V,WAGON,B M W,X5,,2,Station Wagon,,R,P,4.0,6.0,5.0,1350.0,1.0,,,S,2.0,2.0,H,SIL,ZZ,2.0,5,2.0,4,1.0,11.0,Giveway sign
T20120005212,B,2005.0,1.0,S,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1227.0,2.0,,,S,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,5,1.0,11.0,Giveway sign
T20120005213,A,1998.0,1.0,E,1.0,Paved,V,WAGON,TOYOTA,LANDCR,,2,Station Wagon,3100.0,R,D,4.0,6.0,6.0,2352.0,1.0,748.0,,E,1.0,1.0,H,WHI,ZZ,2.0,F,9.0,5,1.0,0.0,No control
T20120005214,A,2002.0,1.0,E,1.0,Paved,V,COUPE,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1135.0,1.0,,,S,2.0,2.0,H,SIL,ZZ,2.0,F,2.0,2,9.0,0.0,No control
T20120005214,B,2007.0,2.0,W,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,W,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,2,2.0,0.0,No control
T20120005215,A,2004.0,1.0,S,1.0,Paved,V,WAGON,MERC B,REXTON,,2,Station Wagon,,R,D,4.0,5.0,5.0,1900.0,2.0,,,W,2.0,2.0,H,BLK,ZZ,2.0,8,2.0,3,1.0,0.0,No control
T20120005215,B,1999.0,2.0,N,1.0,Paved,V,SEDAN,DAEWOO,LANOS,,1,Car,,R,P,4.0,4.0,5.0,1009.0,1.0,,,N,1.0,1.0,H,RED,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120005220,A,1998.0,1.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1500.0,1.0,,,S,2.0,2.0,H,WHI,ZZ,2.0,F,9.0,4,1.0,0.0,No control
T20120005222,A,2005.0,2.0,SE,1.0,Paved,V,S WAG,NISSAN,PATROL,,2,Station Wagon,,R,D,4.0,4.0,5.0,2355.0,3.0,,3000.0,SE,1.0,1.0,H,WHI,ZZ,2.0,1,2.0,3,1.0,0.0,No control
T20120005222,B,1997.0,1.0,NW,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,P,4.0,6.0,5.0,1350.0,1.0,,,NW,1.0,6.0,H,SIL,ZZ,2.0,1,2.0,5,1.0,0.0,No control
T20120005223,A,2004.0,1.0,W,1.0,Paved,V,S WAG,TOYOTA,COROLL,,2,Station Wagon,,R,P,4.0,4.0,5.0,1074.0,1.0,,,W,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120005224,A,2000.0,1.0,E,1.0,Paved,V,SEDAN,B M W,523I,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,S,2.0,2.0,H,WHI,ZZ,2.0,5,2.0,1,2.0,0.0,No control
T20120005226,A,1997.0,1.0,E,1.0,Paved,V,SED,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1150.0,2.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120005226,B,2010.0,2.0,E,1.0,Paved,V,S WAG,VOLKS,PASSAT,,2,Station Wagon,,R,P,4.0,4.0,5.0,1587.0,4.0,,,E,1.0,1.0,H,GRY,ZZ,2.0,8,2.0,3,1.0,0.0,No control
T20120005226,C,2011.0,8.0,E,1.0,Paved,V,WAGON,HONDA,CRV,,2,Station Wagon,,R,P,4.0,4.0,5.0,1600.0,1.0,,,E,1.0,1.0,H,WHI,ZZ,2.0,2,2.0,1,2.0,0.0,No control
T20120005233,A,2011.0,1.0,S,1.0,Paved,V,SEDAN,TOYOTA,YARIS,,1,Car,,R,P,4.0,4.0,5.0,1045.0,1.0,,,W,2.0,2.0,H,BLK,ZZ,2.0,1,9.0,4,1.0,1.0,Stop-go lights
T20120005233,B,1997.0,2.0,E,1.0,Paved,V,SEDAN,MAZDA,METRO,,1,Car,,R,P,4.0,4.0,4.0,750.0,1.0,,,E,1.0,1.0,H,BLU,ZZ,2.0,F,9.0,4,1.0,1.0,Stop-go lights
T20120005234,A,1997.0,1.0,NE,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1500.0,1.0,,,NE,1.0,18.0,H,GRN,ZZ,2.0,1,2.0,4,1.0,99.0,Unknown
T20120005236,A,2011.0,1.0,S,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,D,4.0,6.0,7.0,2109.0,3.0,,,S,1.0,1.0,H,BRN,ZZ,2.0,4,2.0,5,1.0,0.0,No control
T20120005236,B,1997.0,2.0,E,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1550.0,6.0,,,E,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,5,1.0,11.0,Giveway sign
T20120005240,A,1996.0,1.0,E,1.0,Paved,V,S WAG,HYNDAI,LANTRA,,2,Station Wagon,,R,P,4.0,4.0,5.0,1150.0,1.0,,,E,1.0,18.0,H,MRN,ZZ,2.0,1,2.0,5,1.0,0.0,No control
T20120005240,B,2002.0,8.0,E,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2505.0,R,P,4.0,6.0,2.0,1680.0,1.0,825.0,4000.0,E,1.0,17.0,H,YLW,ZZ,2.0,4,2.0,1,2.0,0.0,No control
T20120005240,C,1999.0,8.0,E,1.0,Paved,V,SEDAN,DAIHAT,SIRION,,1,Car,,R,P,4.0,3.0,5.0,780.0,1.0,,1000.0,E,1.0,17.0,H,BLU,ZZ,2.0,5,2.0,3,1.0,0.0,No control
T20120005241,A,2007.0,1.0,N,1.0,Paved,V,SEDAN,HONDA,CIVIC,,1,Car,,R,P,4.0,4.0,5.0,1260.0,1.0,,,N,1.0,18.0,H,SIL,ZZ,2.0,6,2.0,4,1.0,0.0,No control
T20120005250,A,2007.0,1.0,E,1.0,Paved,V,DC UTE,FORD,RANGER,,4,Utility,3068.0,R,D,4.0,4.0,5.0,1907.0,2.0,1161.0,,SE,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,3,2.0,1.0,Stop-go lights
T20120005253,A,2010.0,2.0,W,1.0,Paved,V,SEDAN,HOLDEN,BERLIN,,1,Car,,R,G,4.0,6.0,5.0,1641.0,2.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,2,9.0,1,2.0,0.0,No control
T20120005253,B,2003.0,1.0,W,1.0,Paved,V,SED,FORD,FAIRMO,,1,Car,,R,M,4.0,6.0,5.0,1694.0,1.0,,,W,1.0,18.0,H,SIL,ZZ,2.0,F,9.0,3,1.0,0.0,No control
T20120005254,A,2004.0,8.0,N,1.0,Paved,V,WAGON,TOYOTA,PRADO,,2,Station Wagon,,R,P,4.0,6.0,8.0,2100.0,1.0,,,N,15.0,15.0,H,BLK,ZZ,2.0,R,2.0,6,2.0,1.0,Stop-go lights
T20120005254,B,2010.0,8.0,N,1.0,Paved,V,SEDAN,TOYOTA,COROLA,,1,Car,,R,P,4.0,4.0,5.0,1080.0,1.0,,,N,15.0,15.0,H,SIL,ZZ,2.0,R,2.0,2,2.0,1.0,Stop-go lights
